date,open,high,low,close,volume,Name
30-01-2018,47.98,48.45,47.628,47.85,2865197,TPR
30-01-2018,36.04,36.11,34.88,34.9,2064581,TRIP
30-01-2018,115,115,111,112.51,2400713,TROW
30-01-2018,148.69,150.42,148,148.72,2397369,TRV
30-01-2018,78.51,79.23,78.02,78.06,1408711,TSCO
30-01-2018,78.73,79.47,78.42,78.89,963675,TSN
30-01-2018,86.98,88.49,86.12,87.68,1973380,TSS
30-01-2018,94.39,94.84,93.99,94.45,6086054,TWX
30-01-2018,111.2,111.47,109.3,109.89,6492875,TXN
30-01-2018,60.89,61.07,60.12,60.18,1630752,TXT
30-01-2018,37.36,37.8,37.3,37.44,29883171,T
30-01-2018,14.3,14.42,13.96,14.11,6201081,UAA
30-01-2018,66.26,67.52,65.78,67.01,7802302,UAL
30-01-2018,13.08,13.2,12.7699,12.99,3013993,UA
30-01-2018,35.93,36.22,35.78,35.89,1331302,UDR
30-01-2018,119.71,125.81,117.72,122.53,905324,UHS
30-01-2018,225.84,228.785,223.065,226.05,737836,ULTA
30-01-2018,232.88,242.74,232.1,236.65,11565538,UNH
30-01-2018,54.68,54.9,53.67,53.67,2003942,UNM
30-01-2018,135.29,137.08,135.15,135.36,5383553,UNP
30-01-2018,130.37,130.74,128.1,128.11,4124859,UPS
30-01-2018,177.06,182.99,176.79,182.14,1401099,URI
30-01-2018,57.64,58.09,57.39,57.4,5069000,USB
30-01-2018,136,137.04,135.31,136.5,3571821,UTX
30-01-2018,127.38,128.88,127.02,127.74,960887,VAR
30-01-2018,82.29,82.95,81.66,81.97,2126388,VFC
30-01-2018,33.56,33.84,32.81,32.94,3098400,VIAB
30-01-2018,95.82,96.02,92.11,94.34,4338765,VLO
30-01-2018,138.23,140.81,137.52,139.83,1782758,VMC
30-01-2018,70.76,71.2002,70.01,70.2,1225965,VNO
30-01-2018,98.29,99.4,97.875,99.12,1253586,VRSK
30-01-2018,111.65,113.12,111.51,112.15,476632,VRSN
30-01-2018,166.37,168.08,164,166.54,2184621,VRTX
30-01-2018,55.82,56.1,54.65,54.65,2145472,VTR
30-01-2018,54.3,54.5,53.79,53.9,15401453,VZ
30-01-2018,123.82,124.29,122.84,123.55,8154371,V
30-01-2018,217,217,214.6,214.87,491162,WAT
30-01-2018,77.96,79.21,75.43,76.13,11214271,WBA
30-01-2018,86,87.26,85.11,87.08,4730868,WDC
30-01-2018,63.09,63.57,62.88,63.32,2118340,WEC
30-01-2018,65.43,65.93,65.28,65.28,16158886,WFC
30-01-2018,181.72,183.09,180.06,182.07,843016,WHR
30-01-2018,161,162.81,160.25,160.34,553403,WLTW
30-01-2018,31.69,31.77,31.29,31.51,5362798,WMB
30-01-2018,109.14,109.3648,107.151,107.73,9180477,WMT
30-01-2018,87.76,88.55,87.66,87.95,1538435,WM
30-01-2018,67.83,69.4708,67.83,68.16,3750744,WRK
30-01-2018,20.66,20.84,20.51,20.6,3387554,WU
30-01-2018,160.89,172.3,160.721,171.39,16494619,WYNN
30-01-2018,124.55,125.28,123.11,123.47,771757,WYN
30-01-2018,36.84,37.06,36.52,36.79,5452546,WY
30-01-2018,117.01,117.01,112.6001,114.33,1646050,XEC
30-01-2018,44.74,45.35,44.74,45.21,3167304,XEL
30-01-2018,71.5,72.44,71.17,72.13,2562147,XLNX
30-01-2018,36.61,37.47,36.61,36.62,3333433,XL
30-01-2018,87.54,88.38,86.78,86.78,12407974,XOM
30-01-2018,61.86,62.27,61.12,61.4,1518484,XRAY
30-01-2018,32.62,32.84,32.26,32.68,2213009,XRX
30-01-2018,72.84,73.52,72.6,73.07,835882,XYL
30-01-2018,85,85.48,84.37,84.59,1779572,YUM
30-01-2018,123.05,129.15,121.52,125.94,2882961,ZBH
30-01-2018,53.71,54.59,53.71,53.93,2444743,ZION
30-01-2018,78.44,78.69,77.91,78.35,3808707,ZTS
29-01-2018,52.79,53.16,52.585,52.68,5953675,AAL
29-01-2018,170.16,170.16,167.07,167.96,50640406,AAPL
29-01-2018,123.52,123.63,122.72,122.89,1403699,AAP
29-01-2018,121.5,124.15,118.98,122.31,10182688,ABBV
29-01-2018,105.14,106.27,104.865,105.09,1422994,ABC
29-01-2018,63.09,63.465,62.85,63.31,8638541,ABT
29-01-2018,162.33,162.6,160.97,161.19,1314847,ACN
29-01-2018,200.11,200.86,197.87,198.23,1938978,ADBE
29-01-2018,93.2,94.44,92.41,93.78,3078148,ADI
29-01-2018,43.38,43.5,43.1,43.11,2457325,ADM
29-01-2018,122.02,122.11,120.73,120.76,1339879,ADP
29-01-2018,117.7,118.47,116.19,116.38,1058818,ADSK
29-01-2018,259.72,261.4,255.5,256.51,904332,ADS
29-01-2018,56.59,56.63,55.86,55.88,1270403,AEE
29-01-2018,68.52,68.62,67.67,67.9,5796088,AEP
29-01-2018,11.68,11.92,11.605,11.81,12887417,AES
29-01-2018,192.96,194.4,192.56,193.74,1363969,AET
29-01-2018,90.78,91.01,89.45,89.55,2108042,AFL
29-01-2018,189.94,189.94,187.01,187.3,2731152,AGN
29-01-2018,64.64,65.05,64.22,64.26,4270458,AIG
29-01-2018,41.9,41.94,41.37,41.45,1301620,AIV
29-01-2018,95.56,96.26,94.3,94.35,253642,AIZ
29-01-2018,70.21,70.55,69.58,69.77,1544626,AJG
29-01-2018,67.39,67.7284,66.981,67.25,1318783,AKAM
29-01-2018,114.23,114.46,111.31,111.68,2250814,ALB
29-01-2018,284.45,284.97,268.16,276.77,1585169,ALGN
29-01-2018,64.26,65.93,64.15,65.48,3702733,ALK
29-01-2018,86.3,87.07,86.16,86.68,590718,ALLE
29-01-2018,100.25,100.59,98,98.04,2215698,ALL
29-01-2018,127.33,128.44,126.25,126.79,1259876,ALXN
29-01-2018,56.73,56.92,54.82,55.33,12350579,AMAT
29-01-2018,13.13,13.47,13.05,13.32,66645418,AMD
29-01-2018,77.74,78.155,77.47,77.49,1029675,AME
29-01-2018,196.21,201.23,195.65,198,4565702,AMGN
29-01-2018,206.15,212.84,203.56,209.21,570975,AMG
29-01-2018,179.54,180.99,177.08,177.45,887730,AMP
29-01-2018,144.9,145.99,143.68,144.33,3901721,AMT
29-01-2018,1409.18,1431.39,1400.44,1417.68,5701898,AMZN
29-01-2018,113.8,114.08,109.96,110.76,2137449,ANDV
29-01-2018,163.55,164.9,162.4,162.75,322748,ANSS
29-01-2018,256.69,259.04,256.07,257.02,1975854,ANTM
29-01-2018,142.95,143.24,141.38,142.34,1157936,AON
29-01-2018,67.84,68.39,66.78,66.82,1373455,AOS
29-01-2018,47.69,47.95,46.58,46.65,3180804,APA
29-01-2018,61.44,62.35,60.855,60.96,3379968,APC
29-01-2018,166.95,170.31,165.96,166.67,2032487,APD
29-01-2018,92.36,93,91.965,92.13,1988233,APH
29-01-2018,95.23,95.47,94.16,94.89,3313098,APTV
29-01-2018,126.21,126.21,124.17,124.51,570715,ARE
29-01-2018,30.83,30.91,30.165,30.26,2462723,ARNC
29-01-2018,72.5,72.68,71.7,72.45,7863823,ATVI
29-01-2018,169.54,169.59,167.82,168.25,395344,AVB
29-01-2018,248.28,249.49,243.49,245.47,5040091,AVGO
29-01-2018,120.75,121.17,118.55,118.67,661591,AVY
29-01-2018,84.65,84.65,83.2,83.74,829815,AWK
29-01-2018,99.75,100.18,99.2265,99.41,3472131,AXP
29-01-2018,167.73,168.25,163.05,163.58,448661,AYI
29-01-2018,792.43,796.725,784.52,786.71,214935,AZO
29-01-2018,74.48,75,74.3,74.53,1321854,A
29-01-2018,32.25,32.45,32.18,32.28,59126457,BAC
29-01-2018,71.87,72.49,71.87,72.05,2581912,BAX
29-01-2018,341.23,344.48,340.1,340.82,3324878,BA
29-01-2018,55.35,55.845,55.29,55.39,3917158,BBT
29-01-2018,77.43,77.87,76.49,76.59,2589777,BBY
29-01-2018,246.3,248.3888,244.29,244.93,1286997,BDX
29-01-2018,45.7,45.87,45.06,45.12,2996029,BEN
29-01-2018,69.52,69.9028,68.54,68.56,665224,BF.B
29-01-2018,65.75,67.55,65.45,67.46,986924,BHF
29-01-2018,32.5,32.7,31.32,31.4,4832574,BHGE
29-01-2018,365.15,367.9,357.47,358.48,1317973,BIIB
29-01-2018,57.39,57.9399,57.26,57.52,4057570,BK
29-01-2018,585.53,585.53,574.2,574.42,611014,BLK
29-01-2018,38.17,38.35,37.51,37.63,4874407,BLL
29-01-2018,64.12,64.9599,64.08,64.43,6763254,BMY
29-01-2018,217.15,217.62,215.19,215.46,3021260,BRK.B
29-01-2018,28.4,28.64,28.215,28.33,6041612,BSX
29-01-2018,56.96,57.73,56.81,56.82,1045896,BWA
29-01-2018,122.37,122.63,121.2,121.34,604248,BXP
29-01-2018,38.36,39.08,38.21,38.21,4796554,CAG
29-01-2018,74.72,75.75,74.519,75.23,2457883,CAH
29-01-2018,165.58,165.88,159.42,162.58,9496821,CAT
29-01-2018,35.79,35.93,35.56,35.64,2105468,CA
29-01-2018,46.21,46.6,45.79,46.34,1430845,CBG
29-01-2018,137.2,138.54,134.73,135.11,983605,CBOE
29-01-2018,59.31,59.53,58.59,58.73,4499715,CBS
29-01-2018,155.5,155.81,153.93,154.12,1334670,CB
29-01-2018,110.52,111.15,108.84,109.83,3214495,CCI
29-01-2018,71.44,72.1,71.215,71.94,3510202,CCL
29-01-2018,45.56,45.745,44.475,44.56,1965639,CDNS
29-01-2018,104.76,105.83,102.81,103.26,7140142,CELG
29-01-2018,68.48,69.05,68.08,68.73,2438784,CERN
29-01-2018,46.83,47.17,46.66,46.75,4266874,CFG
29-01-2018,41.9,42.52,41.46,42.1,2208049,CF
29-01-2018,49.03,49.38,48.92,48.93,1726011,CHD
29-01-2018,3.95,3.99,3.86,3.88,26759540,CHK
29-01-2018,96.29,97.63,96.07,96.31,2123159,CHRW
29-01-2018,375.24,376.615,370.71,374.5,925630,CHTR
29-01-2018,77.49,77.633,76.51,76.59,461420,CINF
29-01-2018,225.76,227.13,223.7801,223.9,936111,CI
29-01-2018,142.4,142.93,139.73,140.96,1208313,CLX
29-01-2018,73.41,74.4,72.83,73.79,8636810,CL
29-01-2018,95.45,96.53,95.09,95.15,899536,CMA
29-01-2018,42.3,42.34,41.35,41.98,21559313,CMCSA
29-01-2018,155.28,156.49,153.38,153.45,1223368,CME
29-01-2018,327,336.24,325,332.33,764790,CMG
29-01-2018,192.05,194.18,190.07,190.81,1289475,CMI
29-01-2018,44.67,44.7,44.04,44.1,2624174,CMS
29-01-2018,111.18,112.42,110.87,111.27,822084,CNC
29-01-2018,28.34,28.42,27.715,27.73,4638577,CNP
29-01-2018,104.54,105.77,104.34,104.6,2258030,COF
29-01-2018,27.56,27.6,26.975,27.06,3633501,COG
29-01-2018,138.66,139,138.21,138.26,788287,COL
29-01-2018,246.06,247.71,243.22,243.6,313367,COO
29-01-2018,59.92,60.53,59.56,59.66,4167626,COP
29-01-2018,198.37,199.88,197.56,198.32,2031082,COST
29-01-2018,20.15,20.22,19.69,19.7,4705951,COTY
29-01-2018,47.2,47.43,46.92,46.95,1430369,CPB
29-01-2018,113.7,114.41,112.85,113.3,3181484,CRM
29-01-2018,42.3,42.98,42.3,42.85,23625873,CSCO
29-01-2018,32.97,33.41,32.97,33.26,727598,CSRA
29-01-2018,57.56,58.01,57.04,57.23,4166491,CSX
29-01-2018,167.36,167.575,165.57,166,483731,CTAS
29-01-2018,18.1,18.29,17.79,18.03,11251566,CTL
29-01-2018,78.05,78.4188,77.78,78.15,2734826,CTSH
29-01-2018,94.47,95,93.52,93.68,1239514,CTXS
29-01-2018,82,83.88,81.75,83.63,8372862,CVS
29-01-2018,130.06,131.58,128.32,128.48,6350723,CVX
29-01-2018,160.61,162.91,159.96,161.28,815426,CXO
29-01-2018,80.12,80.7,79.83,79.96,14611142,C
29-01-2018,55,56.2,55,55.76,8781660,DAL
29-01-2018,171.49,171.95,168.76,169.18,1487645,DE
29-01-2018,80.75,81.93,80.75,81.31,2015395,DFS
29-01-2018,107,108.81,106.62,107.88,1221682,DGX
29-01-2018,105.21,105.82,104.71,105.34,1980989,DG
29-01-2018,50.07,50.25,48.18,48.32,9399871,DHI
29-01-2018,103.61,104.22,103.3,103.69,2580495,DHR
29-01-2018,25.9,26.11,25.62,25.91,3470014,DISCA
29-01-2018,24.74,24.91,24.445,24.7,2572601,DISCK
29-01-2018,46.81,47.64,46.6203,47.3,1715302,DISH
29-01-2018,112.1,112.45,111.24,111.54,6847766,DIS
29-01-2018,112.43,112.43,107.31,107.37,1413176,DLR
29-01-2018,115.03,116.58,114.54,116.35,1806100,DLTR
29-01-2018,104.72,105.48,103.48,103.68,1724691,DOV
29-01-2018,126.58,126.65,116.91,117.07,24777094,DPS
29-01-2018,25.97,26.06,25.735,25.79,2258299,DRE
29-01-2018,98.34,98.98,97.75,98.23,809646,DRI
29-01-2018,104.99,105.06,104.04,104.39,2646949,DTE
29-01-2018,78.55,78.57,77.17,77.29,4901333,DUK
29-01-2018,78.95,79.55,78.66,79.09,1320848,DVA
29-01-2018,43.59,44.41,43.31,43.33,3401046,DVN
29-01-2018,77.02,77.06,75.83,75.87,5883221,DWDP
29-01-2018,102.44,102.57,99.97,100.12,1174252,DXC
29-01-2018,75.61,75.97,74.62,75.09,4829519,D
29-01-2018,115.21,119.41,115.21,117.65,6486518,EA
29-01-2018,40.59,41.07,40.57,40.8,6372823,EBAY
29-01-2018,137.54,138.31,136.97,137.5,1109751,ECL
29-01-2018,79.29,80.03,79.11,79.13,3332485,ED
29-01-2018,127.23,127.38,124.16,124.77,1005724,EFX
29-01-2018,62.17,63.49,61.9,62.41,3377356,EIX
29-01-2018,137.76,138.2,136.13,136.6,1374568,EL
29-01-2018,102.06,102.3,101.13,101.23,1157031,EMN
29-01-2018,73.67,73.87,72.91,72.99,2136367,EMR
29-01-2018,117.12,118.13,116.42,116.58,1584903,EOG
29-01-2018,446.98,449.9,434.47,435.16,630796,EQIX
29-01-2018,61.62,61.6771,60.76,61.21,2031024,EQR
29-01-2018,58.31,58.4,56.62,56.85,2070830,EQT
29-01-2018,81.24,83.485,81,81.92,3477420,ESRX
29-01-2018,229.33,229.75,226.47,227.74,248329,ESS
29-01-2018,63.52,63.84,62.2,62.44,2827131,ES
29-01-2018,53.57,54.07,52.51,52.62,3510681,ETFC
29-01-2018,86.21,86.82,85.37,85.59,1883793,ETN
29-01-2018,78,78.145,76.72,76.83,1055213,ETR
29-01-2018,36.55,37.39,36.55,36.93,1474846,EVHC
29-01-2018,127.74,128.61,126.72,126.9,940004,EW
29-01-2018,38.71,38.71,38.16,38.33,4653977,EXC
29-01-2018,66.9,67.33,66.14,66.27,621193,EXPD
29-01-2018,131.6,131.75,129.3794,130.4,1296683,EXPE
29-01-2018,83.91,83.91,82.34,82.79,1210469,EXR
29-01-2018,57.37,57.79,56.35,56.47,2383538,FAST
29-01-2018,72.6,72.65,71.56,71.6,1193001,FBHS
29-01-2018,188.75,188.84,185.6301,185.98,20453172,FB
29-01-2018,19.5,19.76,19.36,19.63,17668879,FCX
29-01-2018,267.5,270.55,267.27,267.69,1153346,FDX
29-01-2018,32.15,32.365,31.8,32.17,16728805,FE
29-01-2018,138.06,139.67,137.315,138.89,983072,FFIV
29-01-2018,142.3,143.99,142.01,143.03,1219403,FISV
29-01-2018,102.91,103.65,102.49,102.69,1248384,FIS
29-01-2018,33.31,33.5889,33.12,33.17,3012163,FITB
29-01-2018,52.52,52.78,52.021,52.44,935062,FLIR
29-01-2018,61.36,62.05,61.36,61.61,941338,FLR
29-01-2018,45.36,45.66,45.1201,45.37,1012037,FLS
29-01-2018,51.18,51.91,50.81,51.28,2135225,FL
29-01-2018,91.58,91.89,90.31,91.37,957063,FMC
29-01-2018,38.7,39.04,38.61,38.74,6416272,FOXA
29-01-2018,38.1,38.5199,38.1,38.14,2415493,FOX
29-01-2018,121.88,122.3,120.22,121.13,370031,FRT
29-01-2018,33.47,33.5,32.915,33.08,3625123,FTI
29-01-2018,76.2,76.67,76,76.38,1625640,FTV
29-01-2018,11.42,11.47,11.11,11.12,55113971,F
29-01-2018,226.5,229.54,225.23,225.5,1737681,GD
29-01-2018,16.02,16.43,15.97,16.28,74134522,GE
29-01-2018,23.79,23.82,23.37,23.44,3630085,GGP
29-01-2018,85.12,89.54,85.12,88.8,19411599,GILD
29-01-2018,60.35,60.49,59.52,59.58,2263368,GIS
29-01-2018,34.38,34.59,34.13,34.25,6526907,GLW
29-01-2018,43.47,43.78,42.9824,43.02,8177531,GM
29-01-2018,1188,1198,1184.06,1186.48,1574708,GOOGL
29-01-2018,1176.48,1186.89,1171.98,1175.58,1378913,GOOG
29-01-2018,107.58,107.75,106.82,107.01,579738,GPC
29-01-2018,112.88,113.26,111.91,112.42,792499,GPN
29-01-2018,34.47,35.33,34.47,35.08,2543343,GPS
29-01-2018,63.94,64.52,63.51,63.71,1092879,GRMN
29-01-2018,269.04,273.79,268.81,272.48,3881092,GS
29-01-2018,35.67,36.07,35.64,35.66,1857772,GT
29-01-2018,285.53,287.98,273.65,274.48,1548725,GWW
29-01-2018,55.32,55.6,54.61,54.8,8567477,HAL
29-01-2018,93.35,94.5,92.82,94.2,935486,HAS
29-01-2018,16.22,16.3,16.1732,16.23,7159568,HBAN
29-01-2018,22.63,22.88,22.46,22.59,4916966,HBI
29-01-2018,96.76,98.42,96.36,97.62,3608558,HCA
29-01-2018,60.15,60.23,58.99,59.52,2085468,HCN
29-01-2018,24.09,24.13,23.75,24.01,2883888,HCP
29-01-2018,207.23,207.605,204.71,204.92,3632937,HD
29-01-2018,53.15,53.56,52.2,52.31,3309717,HES
29-01-2018,59,59.2,58.19,58.42,2424269,HIG
29-01-2018,247.17,249.38,246.69,247.7,1065365,HII
29-01-2018,87.44,88.11,87.03,87.28,1599138,HLT
29-01-2018,55.03,56.5,54.91,55.29,4921014,HOG
29-01-2018,43.3,43.84,43.3,43.75,2164245,HOLX
29-01-2018,164.85,165.13,161.4,161.47,3669818,HON
29-01-2018,16.66,17.065,16.62,16.97,10537107,HPE
29-01-2018,24.1,24.1,23.71,23.81,7036466,HPQ
29-01-2018,73.43,75.02,72.47,74.33,2482918,HP
29-01-2018,26.71,26.93,26.545,26.83,2145306,HRB
29-01-2018,34.7,34.86,34.49,34.64,1883535,HRL
29-01-2018,146.37,147.86,146.32,147.19,812275,HRS
29-01-2018,78.91,79.54,78.66,79.41,1232088,HSIC
29-01-2018,21.14,21.21,20.9,20.95,3490807,HST
29-01-2018,110.75,111.05,109.65,109.67,798644,HSY
29-01-2018,288.77,293.35,288.28,291.23,897597,HUM
29-01-2018,167.45,168.39,166.01,166.8,3516995,IBM
29-01-2018,75.49,75.9,74.46,74.51,1870404,ICE
29-01-2018,186.7,187.43,185.5,186.78,412273,IDXX
29-01-2018,153.4,153.89,150.88,150.9,338342,IFF
29-01-2018,244.18,244.9,238.51,241.78,779540,ILMN
29-01-2018,95.9,95.94,93.27,93.54,1350057,INCY
29-01-2018,48.02,48.24,47.44,47.55,2317584,INFO
29-01-2018,49.6,50.85,49.37,49.98,46304040,INTC
29-01-2018,169.96,170.43,168.265,169.21,939779,INTU
29-01-2018,21.78,22.14,21.7,21.76,4507518,IPG
29-01-2018,66.94,66.94,64.95,65.08,3762933,IP
29-01-2018,105.04,106.33,104.341,105.58,871383,IQV
29-01-2018,35.76,35.77,34.01,34.08,3653462,IRM
29-01-2018,93.63,95.1599,93.59,93.87,2071983,IR
29-01-2018,441.77,445.9,433.01,436.34,877438,ISRG
29-01-2018,178.57,179.07,176.1748,176.9,1507597,ITW
29-01-2018,141.57,141.82,139.65,139.67,531674,IT
29-01-2018,38.26,38.43,37.47,37.48,3093066,IVZ
29-01-2018,122.3,124.46,120.26,121.76,1094971,JBHT
29-01-2018,41.26,41.44,40.4,40.46,5990194,JCI
29-01-2018,71,72.18,70.52,71.05,1446959,JEC
29-01-2018,144.85,144.94,143.53,143.68,8013444,JNJ
29-01-2018,28.05,28.67,28.05,28.48,4454458,JNPR
29-01-2018,116.02,117.3529,116.02,116.2,11679919,JPM
29-01-2018,50.25,51.25,50.25,50.89,1301369,JWN
29-01-2018,21.78,21.99,21.7,21.8,9114451,KEY
29-01-2018,79.17,79.88,78.39,78.42,3280509,KHC
29-01-2018,15.98,15.99,15.46,15.93,6969725,KIM
29-01-2018,113.37,113.7299,111.31,112.13,1420475,KLAC
29-01-2018,121.86,122.74,119.66,119.71,3037359,KMB
29-01-2018,18.77,18.83,18.57,18.71,17204650,KMI
29-01-2018,72.33,72.55,71.83,72.36,1387316,KMX
29-01-2018,67.68,68.19,67.01,67.2,1154270,KORS
29-01-2018,48.21,48.46,47.575,47.7,11662632,KO
29-01-2018,30.64,31.405,30.54,31.34,13224271,KR
29-01-2018,68.04,69.14,67.79,67.95,3267929,KSS
29-01-2018,113.49,114.75,112.91,113.7,1052307,KSU
29-01-2018,68.12,68.41,67.73,67.76,2125407,K
29-01-2018,52.14,52.84,52.02,52.11,2447627,LB
29-01-2018,47.85,48.16,47.6,47.64,1324228,LEG
29-01-2018,67.4,67.7,64.93,65.02,5183809,LEN
29-01-2018,179.51,181.715,177.81,178.11,569978,LH
29-01-2018,43.52,43.8599,42.62,42.71,1311250,LKQ
29-01-2018,217.73,218.705,216.03,217.46,674238,LLL
29-01-2018,86.77,88.33,86.65,87.6,5324547,LLY
29-01-2018,350,354.32,342.15,351.42,2881104,LMT
29-01-2018,84.89,86.68,84.88,85.71,2314638,LNC
29-01-2018,40.13,40.18,39.61,39.61,1284252,LNT
29-01-2018,108,108.38,106.68,106.84,3787311,LOW
29-01-2018,201.24,202.28,193.28,195.97,4005981,LRCX
29-01-2018,27.51,27.7,27.165,27.18,986125,LUK
29-01-2018,60.54,60.7,60.08,60.36,6157925,LUV
29-01-2018,121.62,121.95,120.69,120.91,1228242,LYB
29-01-2018,53.46,53.59,53.11,53.11,950178,L
29-01-2018,94.23,94.366,93.07,93.25,580826,MAA
29-01-2018,66.23,66.48,64.76,66.02,2297303,MAC
29-01-2018,146.66,148.91,145.772,147.99,2201502,MAR
29-01-2018,45.17,45.19,44.58,44.64,2633106,MAS
29-01-2018,16.38,16.42,15.96,16.12,3539317,MAT
29-01-2018,170.12,170.81,168.29,168.55,3082788,MA
29-01-2018,178.3,178.7,177.24,177.77,6091905,MCD
29-01-2018,96.14,97.29,95.375,96.88,1958700,MCHP
29-01-2018,176.5,178.86,175.77,176.33,1613913,MCK
29-01-2018,166.14,166.64,161.72,161.75,964243,MCO
29-01-2018,44.96,45.01,44.31,44.54,10451728,MDLZ
29-01-2018,86.85,87.3,86.32,86.72,3804924,MDT
29-01-2018,54.63,55.21,54.37,54.4,5624131,MET
29-01-2018,37,38.41,36.57,38.03,15528958,MGM
29-01-2018,280.12,281.29,278.45,279.14,624626,MHK
29-01-2018,107.36,108.97,106.55,107.78,1454087,MKC
29-01-2018,239.76,239.76,235.09,236.91,515841,MLM
29-01-2018,85.58,85.8,84.69,84.71,2249879,MMC
29-01-2018,258.51,259.34,255.97,256.01,2306292,MMM
29-01-2018,69.6,70.215,67.56,68.29,3091849,MNST
29-01-2018,122.1,122.34,121.75,121.77,1879385,MON
29-01-2018,27.53,28.3,27.5,27.7,7544411,MOS
29-01-2018,70.68,70.82,69.8,69.83,5387908,MO
29-01-2018,71.51,71.745,69.97,70.15,4153079,MPC
29-01-2018,61.95,62.14,61.56,61.63,8776884,MRK
29-01-2018,18.63,19.07,18.51,18.62,7613634,MRO
29-01-2018,95.14,95.45,93.72,93.92,31569940,MSFT
29-01-2018,99.11,100.8,99.01,99.18,986093,MSI
29-01-2018,57.49,58.05,57.41,57.45,7493478,MS
29-01-2018,189.75,191.93,189.57,189.79,649801,MTB
29-01-2018,690.39,697.26,685.3375,685.79,129740,MTD
29-01-2018,43.25,43.42,42.38,43.29,29455004,MU
29-01-2018,45.8,46.64,45.73,45.98,4021197,MYL
29-01-2018,27.22,27.6393,27.03,27.31,4604522,M
29-01-2018,14.48,14.58,14.38,14.39,2152680,NAVI
29-01-2018,32.36,32.71,32.03,32.13,3345642,NBL
29-01-2018,60.61,61.03,60.111,60.57,1125005,NCLH
29-01-2018,81.36,82.34,81.255,81.645,1568323,NDAQ
29-01-2018,157.2,157.3,155.49,155.68,2514275,NEE
29-01-2018,40.78,40.92,40.04,40.08,4742314,NEM
29-01-2018,274.2,286.81,273.92,284.59,17529749,NFLX
29-01-2018,33.75,34.36,33.235,33.33,3558375,NFX
29-01-2018,24.42,24.49,24.15,24.22,3026397,NI
29-01-2018,67.82,68.14,67.42,67.58,5067258,NKE
29-01-2018,37.03,37.28,36.82,37.03,2386770,NLSN
29-01-2018,336,341.26,335.05,338.34,1389784,NOC
29-01-2018,37.36,37.76,36.65,36.73,3142204,NOV
29-01-2018,27.29,27.4,26.85,26.86,4122769,NRG
29-01-2018,150.97,152.4,150.66,151.39,1566423,NSC
29-01-2018,63.26,63.49,62.68,62.8,2266877,NTAP
29-01-2018,106.46,107.59,106.29,106.94,1269125,NTRS
29-01-2018,69.46,69.98,68.97,69.04,2448380,NUE
29-01-2018,242.74,248.11,240.61,246.85,11377853,NVDA
29-01-2018,25.08,25.68,24.9,25.36,13188124,NWL
29-01-2018,17.1,17.235,17.01,17.06,1281706,NWSA
29-01-2018,17.45,17.55,17.325,17.35,148880,NWS
29-01-2018,59.86,60.13,59.45,59.49,4023797,OKE
29-01-2018,77.2,78.04,76.91,77.4,1715741,OMC
29-01-2018,52.67,52.79,51.88,51.94,12234923,ORCL
29-01-2018,275.14,276.24,272.96,273.94,648527,ORLY
29-01-2018,76.88,77.1867,76.08,76.24,3014770,OXY
29-01-2018,54,54.17,52.65,53.05,2118087,O
29-01-2018,69.81,69.88,68.74,68.83,1263051,PAYX
29-01-2018,19.92,19.99,19.73,19.76,2300149,PBCT
29-01-2018,78.4,79.69,78.25,79,3665661,PCAR
29-01-2018,43.27,43.4727,42.95,42.98,2737650,PCG
29-01-2018,1942.67,1960.46,1921.25,1929.23,449076,PCLN
29-01-2018,37.49,38.2,37.38,37.76,983259,PDCO
29-01-2018,50.91,50.94,50.21,50.69,3219744,PEG
29-01-2018,121.38,122.16,119.65,119.67,3854724,PEP
29-01-2018,39,39.43,38.77,39.02,34894666,PFE
29-01-2018,74.92,75.585,74.325,74.5,1726705,PFG
29-01-2018,54.76,54.85,53.09,53.13,7824812,PGR
29-01-2018,87.69,87.74,86.69,86.86,11685762,PG
29-01-2018,34.32,34.36,33.05,33.43,11110242,PHM
29-01-2018,209.1,210.28,206.24,206.47,578548,PH
29-01-2018,128.8,128.82,125.885,125.97,745453,PKG
29-01-2018,82.36,82.84,81.375,82.18,921715,PKI
29-01-2018,64.25,64.25,63.34,63.39,1462627,PLD
29-01-2018,109.63,109.7,108.41,108.61,3952549,PM
29-01-2018,158.45,160.07,158.4,159.21,1686606,PNC
29-01-2018,73.66,74.395,73.3,73.81,1553905,PNR
29-01-2018,80.65,80.65,79.38,79.39,585635,PNW
29-01-2018,120.91,121.65,119.38,119.57,1332232,PPG
29-01-2018,31.95,31.96,31.51,31.53,4474362,PPL
29-01-2018,93.66,95.035,92.36,92.36,1287825,PRGO
29-01-2018,125.85,127.14,125.17,125.37,1623367,PRU
29-01-2018,192.5,192.93,190.15,192.54,1121948,PSA
29-01-2018,106.12,106.44,103.95,104.25,2563544,PSX
29-01-2018,152.99,157.22,152.99,155.16,680876,PVH
29-01-2018,39.11,39.59,38.77,38.87,890516,PWR
29-01-2018,186.95,189.5494,186.09,187,1105801,PXD
29-01-2018,165.2,166.13,160.71,162.83,2982761,PX
29-01-2018,85.2,85.35,83.62,84.31,8198945,PYPL
29-01-2018,68.16,68.3,67.24,67.32,9745261,QCOM
29-01-2018,67.32,68.45,67.3,68.19,2286232,QRVO
29-01-2018,134.55,135.65,133.75,134.77,1302052,RCL
